Video ID,Author,Comment
WDk0jy-CiLs,@bahtirhamza1369,shqiptarët shqipërisë kanë qenë në politikë në opozitë në pozita kanë sjellë dem targjedi për shqiptarët kosovës viti deri sot prill njerëzit tyre lidhur partnerë serbët rusët serbët kosovës duke filluar politikanët shqiptarë tradhtarë edi rama fatos nano pandeli majkovici xhavit haliti hashim thaçikadri veslei ramut haradinaj sami lushatku ali ahmeti gjithë këta lpk në zvicër njihen dinakë dinak kanë dhënë lëvdata rreme njerëzve tyre por shumë tjerë veglat tyre në funksionet krimit kriminelë kanë strategjinë politikës komuniste elitën tyre politike kriminale në sistemin demokratik politikanët tyre kanë zhvilluar urrejtje rrahje brutale vrasje dinake ndaj shqiptarëve kosovës në tiranëshqpëri në kosovë ata kanë hapur armiqësi ndaj shqiptarëve madje ndaj shqiptarëve tyre politikë në kosovë shqipëri ne shqiptarët nacionalistë në kosovë shqiptarët ndershëm dimë njohim gjithë elementët tyre kriminalë kanë bërë ndaj shqiptarëve kosovës njohim në shqipëri në kosovë duhet përsërisim herë njohuritë tyre për krahasuar rishikuar gjitha ngjarjet veprimtaritë krimet kryera vetë shqiptarët vrasje pagesë ryshfet intriga elementë kriminalë në funksion tyre veprime ndryshme krimi përkasin politikës komunistit tyre strategjik por keq është se disa njerëz në shqipëri deputetë ministra në kuvendin shqipërisë në tiranë kanë bërë ligjet tyre për mbrojtur shqiptarët tyre krimet tradhtitë mashtrimet kriminale kanë bërë shqiptarëve kosova kanë miratuar ligje ndalojnë shitjen femrave shqiptare shqiptarët serbët maqedonasit
WDk0jy-CiLs,@kastriotxhelaj9558,bukura genjeshtarit eshte se vjen nje moment qe genjeshtrat beson ai
WDk0jy-CiLs,@agustintarazhi3080,nxhek bagazh autididakt dijet rradhit don vete por kishe lezuar huaji alber kamyse apo psikoanalizat freudeshre qeaharake przantosh dije themelore megjthate ketu ku sepse pesonazhet gjykojme mode
WDk0jy-CiLs,@bajramcara2199,respekte per avokatin madhe
WDk0jy-CiLs,@Koli-ed5ic,ky kujton nje personazh kadarese qe kur kethehej per pushimet shkolles tirana ne fshatu thoshte fshatareve se bere dashuri gocat yje tiranes
WDk0jy-CiLs,@agimymeri3205,rrefim forte apo interesantne fakt asgje qe sterthene perpara
WDk0jy-CiLs,@user-gh3si9uc9h,izolimi politik esht nji vrasje moderne pushk ajrore
WDk0jy-CiLs,@altinzoraqi6929,na rruaç prof gjela
WDk0jy-CiLs,@gencigenci,po ore pose sot lexoni fare
WDk0jy-CiLs,@gencigenci,ne shihnim grekun apo jugosllavi
WDk0jy-CiLs,@gencigenci,ne shihnim grekun apo jugosllavi
WDk0jy-CiLs,@gencigenci,liri per cfarea ndjete lire tani qe vra lindja
WDk0jy-CiLs,@gencigenci,boll se na plaset keto aventura
WDk0jy-CiLs,@gencigenci,po historia institucionale
WDk0jy-CiLs,@gencigenci,po historia institucionale
WDk0jy-CiLs,@gencigenci,meso drejten andrea nathanailit zoti ngjela
WDk0jy-CiLs,@gencigenci,ju ja dhate kuvendin spiunit
WDk0jy-CiLs,@gencigenci,fol shqip goce
WDk0jy-CiLs,@freddiebelushi9273,grida shejtanin fut nshishe zbut tigrin
WDk0jy-CiLs,@user-qb8mv3db3c,komunist autokrat qen bir qeni
WDk0jy-CiLs,@iliaspanagiotou5241,o taku pallavra thone ne spanjisht llapaqenve vetem llap seriozitet mere mend ty poqi burgu politik se dna jote eshte majte sado qe ty do na bind se nacionalist
WDk0jy-CiLs,@AgimSelmani-ep6lx,njeriu demokrat intelegjent lume shqiotaria qe rrofshe njiqind vjet
WDk0jy-CiLs,@arbencukaj5520,asht nji intervistat ma solide vlere qe mundet ju afru shikuesit shqiptar
WDk0jy-CiLs,@erjolagoga8113,ndjekur shpesh kur zoteria flet neper studjo por grima eshte vetmja deri m sot q frenon perserit pyetjen derisa pergjigjet
WDk0jy-CiLs,@argjiro4909,ke jetuar në bllok rruga brigada kishe shtëpinë pranë bllokut por jo në bllok
WDk0jy-CiLs,@rimdarafaello6540,zotri pusho ne paqe ose ne penzion kaq
WDk0jy-CiLs,@fatmirkociaj7162,degjoni spartak ngjaleneshte nje idiot qe beson budallalleqeve qe thote vete
WDk0jy-CiLs,@patro9555,shiqoni ore ende televizionin beogradit ne tirane
WDk0jy-CiLs,@lutobravodaniel2189,brilant zngjelaakti lartë ke bërëi ke zhveshur brekët komunistit serbtradhëtarit kombit sali berisha
WDk0jy-CiLs,@MajlindaBonn,zoti është gjithë individët
WDk0jy-CiLs,@ilirduro,taku oshte vetmi politikan qe mund ndryshonte dicka ne politiken shqiptare respekt
WDk0jy-CiLs,@user-si6bn4ys2w,jo bre ky nxheli flet simbas interesitjo drejtesisht njerzisht
WDk0jy-CiLs,@mandrinvuthaj4543,une pres per rrefimin tije mas vdekjeskuptohet duke ura nje jete shnetshme
WDk0jy-CiLs,@CafoBoga,excellent interview of very very intelligent person
WDk0jy-CiLs,@kristivengu8222,tak ngjala esht madh
WDk0jy-CiLs,@user-or6mf6tk8u,rrjeta merimanges renie
WDk0jy-CiLs,@RevoLuton-ub9xf,qen ky nje ata dy gishta qe dolen parrullen shkaterrojme gjithcka qe ndertoi komunizmi se ne do ndertojme para
WDk0jy-CiLs,@user-tt2hj7hx7j,knaq per emisikninky asht burri mai nersheme ma idishen ne shqypni vet doti this ha kreshniku shqyptar jetue ne burk at zef pdhumi shum burra fjsles dijes beses ky dote jet presidenti ardhshem shqyptar
WDk0jy-CiLs,@ganikurpali5855,top qenja meturinat sosjalizmit kta ketu
WDk0jy-CiLs,@supermario929,grida esht bosh fare flet llafe lidhje mak mak rosat harxhoi nje ore kohe avokatit
WDk0jy-CiLs,@supermario929,sa bosh esht grida sa her hap gojen dalin fjale lidhje harxhoi nje ore koha avokatit
WDk0jy-CiLs,@user-td4mz8md5u,është për tu habitur gjith rugaçët asaj kohe sot tregohen fort njohin gjith jati eka patur shum problem
WDk0jy-CiLs,@user-td4mz8md5u,spartaku qënë njl fëmi problematik vogël shum keq njohin gjith njeri flet njëher sflet herë prandaj sot shkon vajza bukra vogla kur qënë vogël në bllok ai qënë fëmija keq
WDk0jy-CiLs,@dugagjinrezniqi3943,respekt advokat ngjela
WDk0jy-CiLs,@nebideda3457,njerez hora fundrrina llum qebesirat ty po drejtoin shqiperin ku bajn plane ku tja shkoqim cop shqiperis kuj tja fusin sor
WDk0jy-CiLs,@edisonkuqo8431,degjoni perrallat ngjeles
WDk0jy-CiLs,@nebideda3457,oj grida top turpi mbledh top fundrrin njerez ju hora sporrdhjak ngjela
WDk0jy-CiLs,@angel_c6530,intelektual nivelit larte avokat
WDk0jy-CiLs,@refattafa1330,ai është karagjos prevers idoit lindur rritur në bllok
WDk0jy-CiLs,@danydany-cz5ge,atdhetar lind nana kurr mun behesh zoti dhent shnet jet gjat zoti ngjela
WDk0jy-CiLs,@user-od9fq5tb2p,dëgjoj kënaqësi avokat ngjelën
WDk0jy-CiLs,@Ulqiniflorini1963,grida duma is genius and one of the brightest interviewers on albanian television
WDk0jy-CiLs,@nduekola6747,o gida ngjela sht nj plk rrjedh turp pr ty o grida kush nigjon ngjeln ky esht rob kot
WDk0jy-CiLs,@genttusha2450,hera pare qe degjoj artikulohet korrekt nderprerje kota zoti ngjelarespekt per ate qe shitet shkon fryje erapra vazhdon qendroje endrres se berit politike jo jete yes man
WDk0jy-CiLs,@marselminga,popull dele besoni prrallave qe ju tregojne ne tv
WDk0jy-CiLs,@user-vm8oq1bd7w,po ishte servil do hante burgun
WDk0jy-CiLs,@bardhikombinat8638,perzi berishen kriminelt kombit berisha dha lirin ty neve se kthehesh ne origjine
WDk0jy-CiLs,@user-xt2mf7dg2q,nje servilllll rregjimeve tashme qesharak ju merni seriozish kete kalbesireeeeee zonja duma
WDk0jy-CiLs,@edipdaci3706,avokati është avokatëjë per ligjet porë për termat politike sakta
WDk0jy-CiLs,@capricorn1784,gabim ne tiran kanoce antenashifej italia
WDk0jy-CiLs,@avdoxhaka5922,ky leshko aq myk në tru sa mbëtur tredhur rregjimi
WDk0jy-CiLs,@TheGjergji,o taku unikat
WDk0jy-CiLs,@user-yk9hg2td7b,po tregon burgosen tregohu njerzve se ne burg cuan se deshe perdhunojsh sekretaren tende
WDk0jy-CiLs,@hartelvisha7000,ngjela gjithmone ngjall respekt qe kundershton injorancen trashiguar
WDk0jy-CiLs,@user-my2zq2jm7t,politika se do avokatin sepse eshte duar pastra shum drejte sikur shqiperia avokater shqiperia sot do ishte perfekte respekt per avokatin spartak ngjela
WDk0jy-CiLs,@artoors0096,kohë humbur munda çoj deri në fund
WDk0jy-CiLs,@anaa3546,keta dy jane idioter flasin kot dy psikopatet
WDk0jy-CiLs,@Rrapushi-hr7ho,madh avokat ngjela
WDk0jy-CiLs,@leonardloni,gridushja
WDk0jy-CiLs,@g.z.9219,ore njerez di kush venë baxhallen drejtojë ketë lesh emision dy kanë nevojë për ndihmë mental institution ky filluar pirdhet mentja kurse fluturon fjalët jashtëtokësore
WDk0jy-CiLs,@Falkestein,ky genjeshtar mashtrues klassic profesionist kelysh komunist eshte nje megalloman fallco deshtak oerhershem
WDk0jy-CiLs,@saimirgjoni669,mut njri kak tjetri ju dhjefsha emissionin dhjefsha televisionin jepni asnje moral kesaj shoqerie plaku plaka njerez felliqur po na tregoni perralla ketu sdi jua lejon ndergjegja dilni neper televizione ptuuuuuuuuu ptuuuuuuu dy beni per vjelle
WDk0jy-CiLs,@lekmuzakaj2353,ngjela do tregohet koherent por pamundur se thene aq shume brockulla sa qe cben dot biseda vlera ndermjet dy personave qe jane shume schein dukje pak sein jesh
WDk0jy-CiLs,@PetritSulaj-rn5vw,ty bolet sti linte tja ruaje enveri po ik o pleher aj su merrte psikopate punen tente
WDk0jy-CiLs,@ahysaj,beppe il culone dopo aver vissuto meditato anni sulla montagna sceso gi ha detto muore la pecora muore lagnello muoiono il bue lasinello muore la gente piena di guai ma rompicoglioni non muoiono mai
WDk0jy-CiLs,@zenelpeposi3483,përforcoi se z spartak ngjela qendruarnë burg burrërisht njohë afërrespekte ndaj tijzenel peposhi
WDk0jy-CiLs,@alisina3249,besoni ketyre dhafeve
WDk0jy-CiLs,@user-hf9vo6rs3h,hallallo biri ati baberespektspartak ngjela
WDk0jy-CiLs,@alisina3249,duma po spartak rit ne bllok
WDk0jy-CiLs,@genciduraku4340,se vuanin djemte bllokut ne ate kohe disa prej tyre kundershtare aksidentale regjimitattention seeking behavior often arises from deepseated need for validation or acknowledgment from others individuals may feel insecure or lack confidence in themselves leading them to seek external validation to feel worthy or significant taking risks or engaging in dramatic actions can be way to stand out and capture the attention they crave
WDk0jy-CiLs,@EdiKari,rrefim leshit ky zagar grazhdit qene perfitues beneficeve diktatorit
WDk0jy-CiLs,@user-wo1zr2ul3i,znjgrida kaq problemper tmos levizurduartnuk mbene pershtypje mimikapor duartegjymtyret sipermethemi per gjerat qedukene cfare duketnenkuptohet
WDk0jy-CiLs,@Renaldo_Bregu,ore xhirimin saliun kush ja beri ngjeles se ngjela marre persiper cimken regjistrimit
WDk0jy-CiLs,@ramazanballiu2136,ore zotni ne ate kohe endeshe neper europe
WDk0jy-CiLs,@Bujar-gl7rx,grida duma esht femra bukur ne shqiperi qe un dua shum perse do thoni ju jo vetem bukur por shum zgjuardhe shum pregatitur se bosh diskutime avokatin spartak ngjelen esht aq kollajavokati ngjela esht shum zgjuar vuajtjet qe bo ai ne komunizem kuptojn kto rijnt qe jetojn ne kohen sotcmepor z duma esht shum pergatiturdhe dua shum
WDk0jy-CiLs,@harallambshehu1367,varethika na se akuo
WDk0jy-CiLs,@harallambshehu1367,tregon qe vitet kalojne provuar rakine the turshine
WDk0jy-CiLs,@harallambshehu1367,duke degjuar kuptoj sa doni shqiperine
WDk0jy-CiLs,@PertejTepertejmes,enverit gjith bashk beheni se arini dotai ndertoj shqiperin ju tgjith shkatruat
WDk0jy-CiLs,@Alabala1,tungjatjeta avokat
WDk0jy-CiLs,@bakidenisamucogllava4097,madhii ngjela
WDk0jy-CiLs,@lewis885,ven doren ke mjekrra baxhella
WDk0jy-CiLs,@zhulietaxhaferi9336,respekt per zotin ngjela
WDk0jy-CiLs,@janisreselis2156,ngjela brravo tani po bene punen qe takon se ne bllok urrite neper koqet enverit mehmet rradhe por psikopat ata futen ne burg per spiunuar burgosurit politik qene eshte puna jote tani bravo tani nxorre se cfare ju
WDk0jy-CiLs,@drwho9055,po jurispodenca do jet gjysmake letërsi gjyqtar apo avokat nse munges letrare ai shtë hendikepuar sa letrar jet intelektual aq m ekspert do jet në lëmin zoti shqiptar lexim lexim do lexim
WDk0jy-CiLs,@accmng,ketu duket se hape thesin se ke thene ndryshe intervistat tjera bente enveri dore shkoje veshtire duket avokat hahah
WDk0jy-CiLs,@xa3558,faleminderi grida rrëfimi avokat ngjelës kënaqësifaleminderit zngjela
WDk0jy-CiLs,@tinacela2281,respektoi z ngjela politikan
WDk0jy-CiLs,@Valmeta-ff3vy,respect per avokatin
WDk0jy-CiLs,@shpatihila1336,tmerr trimërit pasë luftetë gjith bllokmenët na paskan qënë anti sistem
WDk0jy-CiLs,@klodiansinanai5846,partia derrave pd erdhi koha enverit kush mendon kundërtën akoma avokat ngjela shkoj bëjë shurrën
WDk0jy-CiLs,@inagj1242,gridushja tintervostojë spartak ngjelënqë pyetjerrezikon bashkohet në analizë për lirinë dyshon se japin libratatë jep dashnori ekon dashuria kur në burgkur ruan lirinë kur flet dejshëm oooooffffff
WDk0jy-CiLs,@Kreshnik5113,madri avokat ngjela
WDk0jy-CiLs,@user-bq9vd4kw5r,sali karaxhic ilir milloshevic duhen dergohen ne hage
WDk0jy-CiLs,@billiss3348,shkerdhefsha kanalin pjerdhurin ngjela
WDk0jy-CiLs,@artanndoni7048,enver hoxha to pergjijej keshtu saliut avokat ngjela diturineprofesonializemdhe kurajo uli ne bythe komunistin berisha respekte avokat figure pozitive qe do nderohesh per dekada ardhshme
WDk0jy-CiLs,@fridadajci-xenopoulou1467,filloi qe ne shkaterimin besimit fetar gje ne thojza ishte clirimi botkuptimint besuarit jo ne zot por ne rrugen ppsh perudhe quhet liberalizem nenkuptim per mbuluar ate duke vepruar nen rogoz ne emer ppsh arestonin vrisnin mantas djathtas kush jetuar kupton drejte
WDk0jy-CiLs,@detid3507,eshte semure mendor
WDk0jy-CiLs,@detid3507,kopili bllokut po tregon per eterit
WDk0jy-CiLs,@ervinxhabrahimi2849,lezet ke qef degjosh dhonte zoti jete medhenjt medhenjve shqipnis respect
WDk0jy-CiLs,@erbaed3502,thirri enveri vajte po çfare flet mo spiun kuq sa njerez ke marre ne qafe mo kelysh kuq ben ver ver tani
WDk0jy-CiLs,@churchofsatanalbania1468,shume intervist interesante nje ujk vjeter politikes qe secili politikanet mund mesojnje narcizist niveleve papara por eshte nje gjerat qe bejne ate interesantgrida solli bukur biseden ne tavoline
WDk0jy-CiLs,@astritzyberaj6132,sistemi ra zoti ngjela se sistemin kush rezontepor sistemi nderua mareveshjen nderhyrjen huajvedhe ne krye ashtuquajturve demokrat vu nje komunist emrin saliti ose smban mend ose ke pjerdhur trut
WDk0jy-CiLs,@jackosmanaj1270,spartaku pas kunershtar ndan trupin vet perghysem hap front per trimnit se kaluares hajgare ba se sote kallzo mbas sa vitesh lag fol haha
WDk0jy-CiLs,@ghostbig6257,ca pergjigjet ty o cemendur ai vjet qe injoron ste njeh per emer kurse ke vjet buce duke vjllell mejhane mejhane pisllek goja ate mali miun ore cemendur
WDk0jy-CiLs,@Loni-dx2vu,nese ky ishtedizident perse arrestuan arrestonin vone atin per shkak birit po jo ky ishte bllokut deri diten qe ju arestua babi pas cuan babaidmth stop ngjela se na cave trapin genjeshtra
WDk0jy-CiLs,@ermal-ye9qj,maskarademe vjen keq per vuajtjet ketij individi sepse denuan sepse denuan atin kaqasgje shume qindra qindra dunuar per shkak prinderve nje regjim mesjetarte tjerat jane gjepura per perkedhel sedren ketij zoterise qe shetiste evropen sa kohe babai ishte mire regjimin
WDk0jy-CiLs,@fainduro6810,çar akordesuar
WDk0jy-CiLs,@user-yj2lw4fk6d,profesjoni qe do pershtatej avokatit do ishte profesor degjohet kenaqsi kuptueshem
WDk0jy-CiLs,@Koli-ed5ic,shqiperia tjere qe ne nje incest mediatik prej vjetesh njejtat fytyra njejtet individe qe kalojne mengjezet mbasditet kafeneve darkat ne ekrane pas mundesi lexojne
WDk0jy-CiLs,@MT-ye4xe,respect
WDk0jy-CiLs,@omarsing7613,ky degjo tjetrin vetem don flasi vete thjesht rrjedh trut njeri familje shkon neper studio flet brockulla papagal
WDk0jy-CiLs,@elianalia1082,taku ngaterron lirine se ardhmes ne ate qe duhet krijoje progres zhvillim qe duhet bazohet mbi njohurite mjafton referohemi lirise sa per bere dicka qe rrezikon burgun kundershtimet pervecse jane paarsyeshme ne vetvete sepse prodhojne pas fatkeqesi mbi gjitha lejojne zhvillimin lirive pozitive ato per cilesine jetes ato bazuara ne dije taku mund kete lirine udhezuarit dike qe vrase veten por eshte qesharake fantazite lirise se fituar kamyja apo kafka
WDk0jy-CiLs,@Namreauli135,nxirni kata thençin politikan per propagand mbani mend janar c tha ky miku jo po miljon gje jan top chenel tha popullit ngrihuni per protesten korrupsionit autobuset falas janar sa vajtet ne shesh ju armatosen ju paguan ju pren internetin ju lan ne shesh kur arit qellimi protestes ore do shperndajm pam pym nja veta ju leshuan uqrit uniforem jan lidhur bashk ca media ne shqipëri shtetin ngusht fare thon popullit investime turizm bla blu bla flisni njher per dosjet ose mir flisni fare se rezik na hapet ndonje luft civile
WDk0jy-CiLs,@muratshehu18,o spartak pordhacet mburravecet ne regjim denohen ne nje menyre ne nje tjeter ne diktature futen ne burg ne demokraci ja var njeri ok
WDk0jy-CiLs,@muratshehu18,dy delirante perballe njeritjetrit dy genjeshtare patologjike skizofrenik ok
WDk0jy-CiLs,@fatosberisha273,shumzim zero gjithe perpjekja ketij brezi per rrit vlerat kombit sipas vlerave perendimore ku vlera larte eshte martesa ete njejtes gjini letra ne dore pffrrnofte antikrishti
WDk0jy-CiLs,@muratshehu18,ngjela shpetoi saliun per krimet vitit per kete duhet hetohet denohet ok
WDk0jy-CiLs,@muratshehu18,shoqja drejtuese frok çupin kur do intervistosh
WDk0jy-CiLs,@user-wo6oh9zw6x,rrej se rritesh
WDk0jy-CiLs,@MP-ux8kk,o spartak o spiun burgu
WDk0jy-CiLs,@MP-ux8kk,o ngjel ngjelet o spiun burgu
WDk0jy-CiLs,@MP-ux8kk,o spartak o spiun burgu
WDk0jy-CiLs,@jahjanameti8282,njeriu duhet jetoje apo silet brenda normave morale shoqerise po dolle rreshti ha ujku liria jote shkon deri atje ku pteket liria tjettit
WDk0jy-CiLs,@AntonioA89,figurat ndritura patriote shqiptare
WDk0jy-CiLs,@user-ij9qg2zs2y,zoti ngjela qene trimpor perkrahes tjere karakterit tend
WDk0jy-CiLs,@AntonioA89,rikthimi z ngjela në politikë është diçka uruar për shumë vite për shqiperinë respekte z ngjela
WDk0jy-CiLs,@sinanaruni449,grida po aj qenun ende osht komunist se aj ne gjak komunizmin komunist flliqur
WDk0jy-CiLs,@jojojanku9781,kur truri eshte lidhur zorren trashe mendimet dalin the dhimekjo eshte ekzakt cfare ndodh kete person
WDk0jy-CiLs,@kolpopaj5499,partine grides por prape griden se syte shqiponje
WDk0jy-CiLs,@akrepi6174,spartak ngjela qenë mbetet tip rrebel jetoj njëkohësisht parajsën bllokmen ferrin në burgjet hoxhës ishte pikërisht ngjelën tip veçantë por pak arrogant profesionin avokatit mirë se politikanin
WDk0jy-CiLs,@AndreCela,complimenti complimenti grinda
WDk0jy-CiLs,@Patate-ph6xm,naten grida seksi
WDk0jy-CiLs,@Patate-ph6xm,tjeret merri her her vetem spartakun merr
WDk0jy-CiLs,@Patate-ph6xm,merr spartakun o grid degjo vetem kte kerkes
WDk0jy-CiLs,@Patate-ph6xm,grida on seks
WDk0jy-CiLs,@Patate-ph6xm,grida on fire
WDk0jy-CiLs,@Patate-ph6xm,spartaku mbaru qe ne kohen enverit tani fle gjum buf
WDk0jy-CiLs,@Patate-ph6xm,grida mira seksi yll
WDk0jy-CiLs,@Patate-ph6xm,bravo grida respekte per ty
WDk0jy-CiLs,@Patate-ph6xm,vetem grida ben esht super pjeshk
WDk0jy-CiLs,@Patate-ph6xm,vetem grida esht mir seksi tjeret jan kot
WDk0jy-CiLs,@Patate-ph6xm,ikni mbushuni dini ju politik
YSoc5kR0RP8,@tosis255,bravo klodi
YSoc5kR0RP8,@azemdervishi3815,kur do godase spak po qe vite qar goditur sapllak na tregoni ke goditur sapllak nje fjale eshte nje drejtesia shqipetare
YSoc5kR0RP8,@user-ot8xn2bo6j,klodi gjith rrespektin z nderuar agaçi rama jan koka mafjes shtet kriminal drejtësia hesht
YSoc5kR0RP8,@highsociety5,sa mirë duket klodi këtu ndoshta është merita personit bër make up
YSoc5kR0RP8,@robertmonci9899,bravo lala
YSoc5kR0RP8,@valentinanazeraj3868,complimenti zlala shume pregatitur
YSoc5kR0RP8,@NezirHaxhi-xe7sn,sali berisha ilir meta shkatruan plackiten vodhen vran grabiten drejtesia fle gjum pastaj vin kompania bello drejtesia duhet tju sekuestroj pasurin ne burge shqiptaret shqipria do shpetoj keta batakcinjt bastardet tan vjecar
YSoc5kR0RP8,@BeniPali,merruni meten qe vjedhin rehat ramovici veliaj patronazhistet pastruset rilindjes zhurmueset pushtetit ndjekur skapi pasurine rames veliajt jane fyer kukullat rames se kane degjuar asnjehere halabakun surrelit duke fyer share ke doje prokuroret bithes ndjekin konet qe hane ujqit cobanet shitur shifi komentet vjen per vjedhur patronazhistet langot qe kane shitur shqiperine per nje vend ndyre pune vene grabisin popullin fjetur aleate strategjike
YSoc5kR0RP8,@user-nu1cf1sv2k,zonja lala ke shumë drejtë por shtetit intereson futen studentë aftë zot mundet pushtetarët sotëm dhanë fusin njerzit tyre jenë prekshëm ligji ky vënd është mallkuar zoti shkatërruar këta maskarenj pushtetarë korruptuar turpi kombit
YSoc5kR0RP8,@oltionsefa7838,spaku frik per vete
YSoc5kR0RP8,@luliosmani6830,dumani do leje histori ne shqiperizoti ie ruajte terbimin metes sakte z lalaj
YSoc5kR0RP8,@danihafuzi5771,do zoti nburg krejt rradh
YSoc5kR0RP8,@Tuta25Tuta5,tallni lesht ket milet leshko meta shoki kan ber ligjet qe han varferitjo han ata vet kush esht denuar deri sot pasurit ne gjith boten kush kush denua ne shqipri qe denohet meta denu mediubeqjatahiriluli denohet ndonje qe del kunder politikes
YSoc5kR0RP8,@enrikrushan3470,keta jane bajraktaret shqiperise pak jane zbuluar sa kane keta ik truri ne keto vjet cfar skan bere mostrat
YSoc5kR0RP8,@agronshabani7581,lala eshte nje gazetare investikadive qe ri ne dyert prokurorise per mare informacione ne fshehtesi ja jepe organizatzve kriminale vjete nepermjete vellait qe punone neper burgjet shqiperise
YSoc5kR0RP8,@gjergjmatoshi8754,po ket spak do merrej veliaj por jo jo sepse esht spak varur qeveria
YSoc5kR0RP8,@nuribracja5976,moj kone po ai partis tate shoqja jote gazi ber denoncim prandaj bej zham zham kot
YSoc5kR0RP8,@pranveraduka3984,aman llafe llafe na cmendet mbushur gjitha ekranet gjithe bini ne nje vrime rezultati zero asgje beni
YSoc5kR0RP8,@iluminatiiluminati7823,lumte zonja lalate ndegjojne miliona shqiptare brenda jasht shqiperisedhe jan brengosur faktin se sa permasa medha mare korupcioniporme tragjikja eshte se nje grup akoma jane reshtuar pas ketij shizofreni
YSoc5kR0RP8,@davidrukaj851,its sad to hear that you all talk nonsense hope that my people see through your bullshit
YSoc5kR0RP8,@anestipolena4527,nisida profesioniste epikatur
YSoc5kR0RP8,@tirans,bravo znj lala po vu drejtesia ne vend do jete nje njolle madhe per shqiptaret shqiperin forca dali koka gjarperinjve qe mbajten shqiperin peng vjet
YSoc5kR0RP8,@altinplasa867,huajt jane ata qe kane kerkuar shume magjistrate per pershpejtuar dosjet qe jane bee mal
YSoc5kR0RP8,@DedGjoluli-xn9vu,trradheton gjuha trrupore kali kali lala pathyer
YSoc5kR0RP8,@nazmihalili4814,ik o nisida futi nje kafe se klodiana le beshe pyetje do vetem ajo flasi
YSoc5kR0RP8,@gezimponari7443,redaksia edvinoviçase
YSoc5kR0RP8,@user-bp1yq6ti2m,se dime vjedhur apo jo meta por eshte patriot atdhetar se shitur shqiperine
YSoc5kR0RP8,@albanian103,karin shkref klodjana llapaqenja trans duket
YSoc5kR0RP8,@albanian103,bo bo doli fallxhorja klodjana
YSoc5kR0RP8,@adriatikmustafaj3535,respekte per gazetaren ashtu per lalen
YSoc5kR0RP8,@KadriTusha,bravoklodjanaperguximin
YSoc5kR0RP8,@user-vd6km4td6u,klodii super
YSoc5kR0RP8,@agrondyrmishi9451,këtu në njuz pron likes ësht o lala
YSoc5kR0RP8,@Selman-gs4qv,z klodiana lala vertet nje gazetare nje intelektuale afirmuar ne gjithe kuptimin fjales complimenti
YSoc5kR0RP8,@zanaharruni7084,zonja lala mira ne shqiperi respekte
YSoc5kR0RP8,@realm3042,kohë vjen era mut rrotull zmuta por prangat po duken kund
YSoc5kR0RP8,@albanguri9409,shpia don zot ndërkoh shpia mbet çati dyr dritare ësht bo han matrapazët vegjël në sektor po abuzojn kush mundet shum mungon morali edukata në shpin ton shpia don zot mistake moral jo hajduta vjedhin shpin vet dalin shesin dëngla strateg mëdhejkemi humb moralin edukatën standartin duhet gjejm fillin humbur arben rakipi qen mbetet vegël marifetçi vogël sistemesh korruptuaracopypast shokët asnji ndryshim hajdutat pulave
